absent,id,name,size,letter_1,letter_2,letter_3,letter_4,letter_5,letter_6,letter_7,letter_8,letter_9,letter_10,letter_11,letter_12,letter_13,letter_14,letter_15,letter_16,letter_17,letter_18,letter_19,letter_20,letter_21,letter_22,letter_23,letter_24,letter_25,letter_26,letter_27,letter_28,letter_29,letter_30,letter_31,letter_32,letter_33,letter_34,letter_35,rotation_1,rotation_2,rotation_3,rotation_4,rotation_5,rotation_6,rotation_7,rotation_8,rotation_9,rotation_10,rotation_11,rotation_12,rotation_13,rotation_14,rotation_15,rotation_16,rotation_17,rotation_18,rotation_19,rotation_20,rotation_21,rotation_22,rotation_23,rotation_24,rotation_25,rotation_26,rotation_27,rotation_28,rotation_29,rotation_30,rotation_31,rotation_32,rotation_33,rotation_34,rotation_35,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35
False,1,35_present_1.jpg,35,O,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,0.0,270.0,0.0,90.0,90.0,0.0,180.0,90.0,180.0,180.0,0.0,270.0,270.0,180.0,180.0,90.0,0.0,180.0,180.0,270.0,180.0,180.0,270.0,0.0,0.0,90.0,180.0,180.0,0.0,180.0,90.0,270.0,90.0,90.0,0.0,1277.6916709471673,989.6803860646824,560.99335957009,574.9873106637564,1130.979354762814,1890.531641222176,2045.448528119751,2157.3899620529296,1484.1525875172572,1764.6010010273872,778.1393680711336,900.7148595818986,474.7631478280166,35.89821113323674,337.6270277155765,1280.809696581356,281.6323543551908,1105.0262580470376,1637.0762710018932,1592.6816136034845,1433.1582180571845,2168.1704880264315,1617.266378705879,1657.5210010851742,2030.205593049251,1867.235829506787,203.3048942891356,1917.6608720418903,2140.6005656491006,291.9905626268338,931.3761895470184,545.6092896547159,130.20575851531711,779.3114997996497,139.72064196461383,934.102131325932,199.8022935509708,1077.851101304385,707.6951817943727,774.2985210233685,603.2898840696257,751.24938895271,1003.853465362099,345.04469350285336,984.4001427285754,513.6982525304429,983.23533812003,465.547523776452,412.1698761493759,182.45097955260607,405.7194953770604,627.163837301464,1165.869131984218,1092.3124799122677,175.6818898450335,906.5046751749304,648.1764949045274,924.8032682185076,543.1652493377798,1113.7216628031715,211.484253727974,834.5703708298269,1009.0150892034848,89.37727515771793,1088.675893774392,596.293001318213,67.34628565641776,989.1257621418688,208.38731377413268,155.0365086243788
True,1,35_absent_1.jpg,35,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,90.0,180.0,180.0,180.0,180.0,90.0,90.0,180.0,90.0,270.0,90.0,0.0,180.0,180.0,180.0,270.0,90.0,270.0,180.0,270.0,270.0,90.0,180.0,90.0,180.0,180.0,0.0,180.0,0.0,180.0,180.0,90.0,0.0,0.0,0.0,1582.785458713887,124.92521113009911,1030.7159012715117,1200.4077665226102,1392.6713577493897,750.5682152519151,2165.8861507539705,91.10685263475725,1970.7317892730548,539.7108187237596,1558.1602115289222,1516.8369968763625,886.0612833748747,1310.2150544321291,301.8266839214534,1108.907727204141,1250.7352276819156,915.1592203656296,2088.585798853683,1732.0031107176833,1309.4486763402087,1932.4895957526005,262.7472070750733,2097.8841287900027,237.83906289156965,926.9916952430208,753.6865089322814,2112.9482792042577,1729.3356856264998,545.643630652515,1604.0887088985387,563.7517991637874,481.1088049506631,689.7190865398072,1149.189218912628,189.48458870567563,921.1466942367944,228.08750717965955,1032.4190277881917,625.846032526589,528.051663163985,786.3231060827671,76.78529951875457,423.28866408620047,968.3572466989336,37.0280891055702,815.3224535288691,615.3715016251665,165.25066208364524,245.4086215627813,764.7846062015374,341.31648128928884,1093.5644193086305,590.7433900107839,1203.9853112307692,882.0254837066358,755.3832978375555,696.1223004416098,1005.3824707405064,1088.6560522986165,853.5401545102192,145.6706454172202,41.55862874895777,124.22574730810044,245.25024948665987,469.15654482098057,1209.2259891301987,642.6134585131688,809.2841864215461,542.3047122628121
False,2,35_present_2.jpg,35,O,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,90.0,270.0,180.0,270.0,270.0,90.0,90.0,180.0,270.0,90.0,270.0,180.0,90.0,270.0,90.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,270.0,90.0,180.0,90.0,0.0,90.0,90.0,270.0,90.0,90.0,180.0,180.0,270.0,1370.069236036563,1547.3833322649211,1098.891416260917,1218.993919011138,1192.6900532243124,1410.2755848033823,149.76147601566527,54.04810924897605,782.5078761276168,2125.1300053521595,1840.423659818744,418.9031070046221,2132.436925517556,554.7297508189629,1607.5075562979462,1408.5239754354218,650.7330113497043,955.0176120842416,1563.1864058698277,646.4044364322907,1658.7600674171877,1311.3315761238,1183.8442200043644,275.3203193440119,414.09602245283065,1978.9064712331149,2116.923829450543,1988.0969239488995,1246.6411158355456,1772.7559029343488,236.0537381857524,1516.313003906696,813.9411888657875,550.2321943498702,1501.658513819514,828.7343732383217,355.82313587480206,312.4778720454494,96.4023281682047,717.2661302847131,548.2429337356579,544.6495224660614,682.7368514875711,531.3628210857149,747.2204451912928,537.3549347534251,923.8249363213424,910.3408124545286,332.5139643615843,1003.5021054640112,100.82197574904887,972.126501800792,1179.7975877710044,580.5635384356581,644.3107887261956,714.6056337379675,292.6480355718691,886.0253463111803,89.2568797468668,1124.064733537415,1173.5210592481287,264.51029118243594,984.0460420155948,550.0363977051626,840.6853297643698,1075.082944814989,793.9498223597113,725.1250767128112,106.3180486487697,1177.872671778762
True,2,35_absent_2.jpg,35,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,180.0,270.0,90.0,90.0,90.0,270.0,180.0,180.0,270.0,270.0,270.0,0.0,180.0,180.0,90.0,180.0,180.0,180.0,270.0,180.0,0.0,270.0,270.0,270.0,0.0,180.0,270.0,0.0,0.0,90.0,180.0,270.0,0.0,0.0,270.0,174.88685251468667,1812.091335634591,1373.380383888769,866.9769762490862,1913.765674532584,714.4379155830337,480.8620687385895,746.6691168433763,1095.3900848412347,1711.9323730782935,333.64631645938124,1998.5095684541227,355.042355593864,92.98862510694988,1259.1496050196945,694.1428078978432,686.9645251812198,478.8382423949966,1372.9496106427175,881.5241102778774,320.5282660432802,1634.8511048370667,1225.303297375979,1373.029782454376,1738.225666955964,1489.8733866836776,808.1774864703102,2102.320912380668,1775.2693501415024,852.0316949981557,1720.9520093669946,2048.3713999055403,139.85889225919803,1454.1116150198368,2143.5940032840745,734.1243809862649,304.1411111030479,603.9697118913806,910.4208073217228,593.1483206114749,192.6556233672985,939.899863506067,1057.9718777940138,527.8683587044053,977.1078743897408,480.76910812561766,1131.733771049809,751.8438556941873,147.35456976751522,224.75156345481057,861.4877719474537,464.8091013289754,661.691085525348,48.91469285450173,1207.4676703756634,1178.2293718349829,207.5902110810121,1009.2356036008484,361.6118484035944,81.5068938178351,503.80391286791087,747.5445598099936,592.0164167216279,681.8435135147694,351.3585402721656,1196.394797429558,313.9521449166244,437.87388695591375,754.6624745427072,433.1487699735312
False,3,35_present_3.jpg,35,O,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,180.0,270.0,0.0,180.0,270.0,90.0,180.0,270.0,0.0,180.0,90.0,0.0,180.0,270.0,90.0,180.0,0.0,90.0,180.0,180.0,0.0,90.0,180.0,90.0,0.0,270.0,90.0,270.0,180.0,0.0,90.0,180.0,180.0,270.0,180.0,1241.7901180967071,1810.2864069630489,63.89136945606855,428.97021455157466,1974.5616756516465,753.2138439695332,990.0611634862332,1985.418892799184,638.1603446526401,1556.8175158145027,44.34938770489043,1699.4184158115818,840.4425764713507,238.69567256905424,1409.4297736024782,1754.9644425425013,2068.4437625803826,2126.1059430294085,704.312609347758,1980.6441676075804,1275.7190590553073,1548.8022839292485,1604.818985328244,782.3229117339012,1432.1371303074568,349.9732756416805,525.9613163930953,1409.938732689641,1066.893558918685,77.85476399398163,747.654114803895,918.5469872767072,1874.8231135059184,1804.587161905636,526.1701929754649,1070.6491393418448,1151.9163240067137,1138.3459000414152,864.5866280841277,752.0987014174651,1214.9003535399563,136.6403991232873,307.33202596491094,396.0558545552126,1168.8365642688689,163.01031132243543,964.0166893418226,966.1518928466604,832.5797464568116,1101.5991220522124,118.37304684241906,585.0579462720707,795.7392827290682,239.8260086408316,1161.0297422437052,595.5958168228887,192.9348010794488,760.2751596512139,599.8239133301624,357.9682774807705,196.3262621503012,198.0880833700327,713.695787804359,1048.768946157714,321.7434747203071,34.745890128424215,528.7765594963593,991.8950036708584,264.2803911250072,644.8947510192221
True,3,35_absent_3.jpg,35,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,90.0,180.0,180.0,180.0,90.0,0.0,180.0,0.0,90.0,270.0,180.0,180.0,90.0,270.0,270.0,270.0,0.0,90.0,270.0,180.0,180.0,90.0,0.0,0.0,90.0,90.0,0.0,90.0,90.0,180.0,270.0,180.0,270.0,90.0,90.0,1719.2133361335984,1257.8426662519323,2060.694510428281,1516.335134216053,1685.2696986409524,1527.8452992717548,525.2784199263166,335.82098865934404,503.5041223979719,774.8240543210379,946.1062643369949,164.86029095745792,552.1244362706731,1529.0163746864637,854.1709221839028,1108.7225173600707,313.21402813219873,260.58942887299594,1811.609396916478,57.25911833211117,975.4337437873486,726.033884151193,1284.172738002905,108.96101243222756,466.7148339957104,743.8925197297732,1562.8128291686205,623.7627741642988,1175.8695781036267,1210.3694323116042,374.7419843140661,1412.790940751395,1364.1259670066563,90.97007565587884,1251.402208040706,612.1299704365197,1121.785520772168,503.1734821271552,69.17536742599096,411.87527082651246,931.3667219037316,124.94342478130692,185.88373038282813,1199.722270881097,184.62885154134025,505.952519608672,913.47251030538,642.2381493924722,317.4512310620908,721.7249319942606,846.7295521225451,406.5839601887647,792.8686599031972,1083.1714097781553,147.9786601998992,236.85029066355696,417.1319599809268,798.3290817579422,340.6711447502747,772.9905505310378,987.4174116769408,681.727742167704,248.5102833803843,640.928342217973,36.8227240592589,1102.701785776415,1050.2662418458876,415.6025139009678,1136.9894523259209,957.747255178141
False,4,35_present_4.jpg,35,O,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,180.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,90.0,0.0,0.0,90.0,0.0,270.0,270.0,180.0,270.0,0.0,0.0,180.0,180.0,0.0,0.0,90.0,270.0,0.0,0.0,270.0,270.0,180.0,180.0,90.0,180.0,270.0,2140.6608137118674,1470.8677456049952,192.74873904651767,2130.704460690716,2045.3710855497256,1035.0298619414557,2010.8258413112724,474.51260795226216,1616.63608238132,1781.5000594360888,803.1459454834604,38.831375541076966,448.28694175063634,1084.150020922343,58.48414012649754,233.1587346831864,857.804973871503,1885.1830053141489,1791.5772081852842,2041.8230146969768,829.6803660176228,471.46398251891895,1282.751236018765,1079.5583313856623,1655.3642192043435,205.73967960213625,220.4445095225733,858.9832807799232,390.7415793319714,1878.4868098820568,1874.162157844345,1150.804957643116,957.7032265508722,1494.0620906944243,1421.1349975980572,32.27751076078811,1024.8721807111697,162.14107411588157,867.5399864039896,1153.80171623774,1153.162650002957,538.1553838384561,1057.5388337555137,556.841180869847,297.3652599094217,706.8499995813265,252.24279693914525,312.1227788878025,146.38221109038312,1040.368223199652,1169.4126017502326,1194.6693666855308,955.1514037545944,589.5074609832229,186.008034985094,520.329754650796,88.19365504772358,234.2007239576521,313.5790280306849,1136.0904757456894,974.9927443116176,671.3238346090508,34.484651016368495,500.0435476519624,62.56197796562974,435.2944186029032,450.68971439310434,645.286604192116,314.4966887925885,154.10816146622707
True,4,35_absent_4.jpg,35,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,90.0,180.0,90.0,90.0,180.0,180.0,90.0,0.0,0.0,180.0,270.0,180.0,90.0,180.0,0.0,0.0,0.0,0.0,180.0,0.0,270.0,180.0,90.0,180.0,0.0,270.0,0.0,180.0,180.0,90.0,180.0,90.0,180.0,0.0,0.0,2008.261667647746,701.8156543958644,622.1829569075005,936.9710557521574,1992.4441339666373,228.68671026017532,777.5388086312449,1244.4580440878738,1386.8586160779864,1956.83884838322,1790.1621306656857,424.3878223068483,221.49550314880244,1516.9177977853292,76.90059875892175,813.685095998542,2006.1075250433407,1093.8770497089058,174.3217058363383,1595.5802240989744,2140.137293370369,602.800006477962,906.864844931604,1758.480798881044,1678.5499581486497,162.6944082263447,1864.3400444689,1410.319296259784,495.8703285589981,1646.3309529526869,615.3978968246263,986.8600700743282,831.9654016260916,289.78056673385043,358.76055104378133,844.7327791872117,54.12131693016964,520.0918770247656,307.63462933227987,1062.0120201822592,823.7762010199012,954.5378606954768,432.8983416593885,222.2014240419337,1218.1811076472954,914.3663878655628,187.3743268420505,1093.482650988421,998.0963214993516,497.6375277389628,644.9979329236883,623.1189811312354,530.3982227116943,66.46367569980549,665.843742658456,168.8931273136554,282.90867972448314,1183.6450128391457,731.1848064233197,309.34053206551266,655.6086502325209,137.88612433561445,823.0331809813573,639.1104254152489,1112.8798333353138,1111.0949977804264,800.1444842539984,428.4228699420125,362.7672176890717,985.1535844373436
False,5,35_present_5.jpg,35,O,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,90.0,180.0,90.0,0.0,180.0,180.0,180.0,90.0,270.0,0.0,90.0,270.0,0.0,0.0,90.0,180.0,90.0,90.0,270.0,90.0,0.0,90.0,180.0,270.0,180.0,0.0,90.0,90.0,90.0,90.0,0.0,90.0,270.0,0.0,0.0,159.2500055482003,97.58878314599228,844.1863745666486,523.8757728036051,1538.9292390595535,357.7972571863236,1447.44433826233,1908.19394332538,1543.3841489314148,1020.4729113374268,787.8670917021494,912.7442101529256,533.0376974470513,1570.5903849628428,1226.4908581969469,2027.1214810456624,667.3328868100856,1809.7248963604047,1739.34780020452,1700.6918111827172,968.7418257100744,99.36747620799792,1981.6412965925283,1731.1717434960983,1973.9482155827948,1352.631230189278,1876.185659990436,145.14868140457153,1168.692965280561,450.2190076301986,338.7817083020015,1132.555902162258,513.8102373816916,39.59879940324274,2030.359746269433,99.0161324010888,328.0854539343389,436.169605913769,613.3973207073609,700.1814584608279,651.8230927680569,48.4289292218662,813.0407139567583,438.58388444179496,485.1224747817462,1094.039915330411,850.9495390307551,415.2296942859535,1198.7393313558837,243.85946883844213,593.2847948445439,275.4849153069361,1205.8149760074928,484.572635904596,162.4638395499553,697.2872103248035,623.6165000420724,368.28162575597815,678.1476791208926,1114.463782595188,494.0142396076552,40.55864239845136,785.948910952193,1183.8902876904408,1109.6167861742026,390.9188734740671,55.78236758221639,200.5462999170041,1211.1569990565265,930.1160863602532
True,5,35_absent_5.jpg,35,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,270.0,90.0,90.0,180.0,0.0,0.0,0.0,90.0,180.0,270.0,90.0,180.0,90.0,270.0,180.0,270.0,180.0,90.0,0.0,0.0,90.0,270.0,0.0,270.0,270.0,90.0,0.0,270.0,270.0,0.0,270.0,0.0,90.0,180.0,90.0,1785.8449460811578,642.8353288622637,1992.093229518282,1635.481165854609,1917.6571836343087,303.67701805692093,1485.3617739055635,2015.3086590288635,862.819329666778,1054.423948581309,444.9455157487058,528.1224291341463,1112.468049650797,675.8691366700384,1783.0233716834775,826.8446215274384,881.5582306242411,832.8590324724286,274.76161855039646,1967.729668800096,1686.980719670736,1478.636781044641,1595.7365231864476,312.8870135797722,1325.103615048056,68.57684534738135,1363.2211682661425,1581.563571991374,470.9093388584012,393.6613581717807,131.60443573576376,1313.1820533509435,1099.9759907981672,468.9812019517183,970.2737570357424,1058.3020951838046,250.1436473344696,415.9898848903726,737.8416344706926,872.9315355886081,508.4196152963957,986.9029340228506,163.74764344857903,809.4311351415847,276.04203957297096,1118.3694023110352,979.9323345073552,1202.3853120464628,687.0932937852573,465.8952787834386,1116.0478319192591,392.58729415737935,244.87657863447475,329.16115503553914,610.1242235666798,42.401837418752365,345.209459586307,568.3188993856836,936.2923503325788,106.8695339073647,929.9567953995004,711.9267306811333,1177.9956071786746,308.5841543220791,714.5114406361241,140.59506690692447,502.4068766553805,894.2938745462615,114.61344045938291,528.4720841085564
